Objectclass,Parameter_name,alternative,time,n_1_cool,n_2_cool,n_3_cool,n_4_cool,n_5_cool,n_6_cool,n_7_cool,n_8_cool,n_9_cool,n_10_cool,n_11_cool,n_12_cool,n_13_cool,n_14a_cool,n_14b_cool,n_15_cool,n_16_cool,n_17_cool,n_18_cool,n_19_cool,n_20_cool,n_21_cool,n_22_cool,n_aread_cool,n_areae_cool,n_havforsk_cool,n_aquarium_cool
node,demand,Base,2021-08-10T10:00:00,28.0,33.1,42.6,54.5,39.9,82.5,75.7,57.6,0.0,59.1,7.1,81.5,80.0,106.9,136.2,82.0,30.9,84.4,35.8,0.0,154.8,0.0,28.5,492.5,1015.7,568.7,80.1
node,demand,Base,2021-08-10T11:00:00,33.4,39.6,50.8,65.0,47.7,98.5,90.4,68.8,0.0,70.6,8.5,97.3,95.5,127.6,162.6,97.9,36.9,100.7,42.7,0.0,184.8,0.0,34.0,588.0,1212.6,678.9,95.6
node,demand,Base,2021-08-10T12:00:00,56.6,67.1,86.2,110.3,80.8,167.0,153.3,116.7,0.0,119.7,14.4,165.0,162.0,216.4,275.7,166.0,62.6,170.8,72.5,0.0,313.4,0.0,57.6,997.2,2056.4,1151.4,162.2
node,demand,Base,2021-08-10T13:00:00,36.6,43.4,55.7,71.3,52.2,107.9,99.1,75.4,0.0,77.4,9.3,106.7,104.7,139.8,178.2,107.3,40.5,110.4,46.8,0.0,202.5,0.0,37.2,644.4,1328.9,744.0,104.8
node,demand,Base,2021-08-10T14:00:00,41.2,48.8,62.6,80.1,58.7,121.4,111.4,84.8,0.0,87.0,10.5,120.0,117.7,157.2,200.4,120.6,45.5,124.1,52.7,0.0,227.8,0.0,41.9,724.8,1494.6,836.8,117.9
node,demand,Base,2021-08-10T15:00:00,46.3,54.9,70.5,90.2,66.1,136.6,125.4,95.4,0.0,97.9,11.8,135.0,132.5,177.0,225.5,135.8,51.2,139.7,59.3,0.0,256.4,0.0,47.1,815.6,1682.0,941.7,132.6
node,demand,Base,2021-08-10T16:00:00,46.9,55.6,71.5,91.4,67.0,138.4,127.1,96.7,0.0,99.3,12.0,136.8,134.3,179.4,228.6,137.6,51.9,141.6,60.1,0.0,259.8,0.0,47.8,826.7,1704.8,954.5,134.4
node,demand,Base,2021-08-10T17:00:00,37.6,44.6,57.3,73.3,53.7,111.0,101.9,77.6,0.0,79.6,9.6,109.7,107.7,143.8,183.2,110.3,41.6,113.5,48.2,0.0,208.3,0.0,38.3,662.8,1366.8,765.3,107.8
node,demand,Base,2021-08-10T18:00:00,32.0,37.9,48.7,62.3,45.7,94.4,86.7,66.0,0.0,67.7,8.2,93.3,91.6,122.3,155.9,93.8,35.4,96.6,41.0,0.0,177.2,0.0,32.6,563.8,1162.7,651.0,91.7
node,demand,Base,2021-08-10T19:00:00,27.7,32.8,42.2,54.0,39.6,81.7,75.0,57.1,0.0,58.6,7.1,80.8,79.3,105.9,134.9,81.2,30.6,83.6,35.5,0.0,153.4,0.0,28.2,488.0,1006.3,563.4,79.4
node,demand,Base,2021-08-10T20:00:00,22.3,26.4,34.0,43.5,31.9,65.8,60.4,46.0,0.0,47.2,5.7,65.1,63.8,85.3,108.7,65.4,24.7,67.3,28.6,0.0,123.5,0.0,22.7,393.1,810.6,453.8,63.9
node,demand,Base,2021-08-10T21:00:00,17.4,20.7,26.5,34.0,24.9,51.4,47.2,35.9,0.0,36.9,4.4,50.8,49.9,66.6,84.9,51.1,19.3,52.6,22.3,0.0,96.5,0.0,17.8,307.1,633.4,354.6,49.9
node,demand,Base,2021-08-10T22:00:00,10.8,12.8,16.4,21.0,15.4,31.8,29.2,22.2,0.0,22.8,2.7,31.5,30.9,41.2,52.5,31.6,11.9,32.6,13.8,0.0,59.7,0.0,11.0,190.1,391.9,219.4,30.9
node,demand,Base,2021-08-10T23:00:00,4.3,5.1,6.6,8.4,6.2,12.8,11.7,8.9,0.0,9.2,1.1,12.6,12.4,16.6,21.1,12.7,4.8,13.1,5.5,0.0,24.0,0.0,4.4,76.4,157.5,88.2,12.4
node,demand,Base,2021-08-11T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-11T01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-11T02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-11T03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-11T04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-11T05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-11T06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-11T07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-11T08:00:00,0.8,1.0,1.3,1.6,1.2,2.5,2.3,1.7,0.0,1.8,0.2,2.4,2.4,3.2,4.1,2.4,0.9,2.5,1.1,0.0,4.6,0.0,0.8,14.7,30.3,17.0,2.4
node,demand,Base,2021-08-11T09:00:00,21.1,25.1,32.2,41.2,30.2,62.4,57.3,43.6,0.0,44.7,5.4,61.6,60.5,80.8,103.0,62.0,23.4,63.8,27.1,0.0,117.1,0.0,21.5,372.4,768.0,430.0,60.6
node,demand,Base,2021-08-11T10:00:00,39.7,47.0,60.4,77.3,56.6,117.0,107.5,81.8,0.0,83.9,10.1,115.7,113.5,151.6,193.2,116.3,43.9,119.7,50.8,0.0,219.6,0.0,40.4,698.8,1441.1,806.8,113.6
node,demand,Base,2021-08-11T11:00:00,44.0,52.2,67.0,85.8,62.9,129.9,119.3,90.8,0.0,93.1,11.2,128.4,126.0,168.3,214.4,129.1,48.7,132.8,56.4,0.0,243.7,0.0,44.8,775.5,1599.3,895.4,126.1
node,demand,Base,2021-08-11T12:00:00,24.2,28.7,36.8,47.1,34.6,71.4,65.6,49.9,0.0,51.2,6.2,70.6,69.2,92.5,117.9,71.0,26.8,73.0,31.0,0.0,134.0,0.0,24.6,426.3,879.2,492.2,69.3
node,demand,Base,2021-08-11T13:00:00,44.9,53.2,68.3,87.4,64.0,132.3,121.5,92.5,0.0,94.9,11.4,130.8,128.4,171.4,218.5,131.5,49.6,135.3,57.4,0.0,248.4,0.0,45.7,790.2,1629.5,912.4,128.5
node,demand,Base,2021-08-11T14:00:00,65.9,78.1,100.3,128.3,94.0,194.3,178.4,135.8,0.0,139.3,16.8,192.0,188.5,251.8,320.8,193.1,72.8,198.7,84.3,0.0,364.7,0.0,67.1,1160.3,2392.8,1339.7,188.7
node,demand,Base,2021-08-11T15:00:00,61.0,72.2,92.8,118.7,87.0,179.8,165.1,125.6,0.0,128.9,15.5,177.7,174.4,232.9,296.8,178.7,67.4,183.9,78.0,0.0,337.4,0.0,62.0,1073.6,2213.9,1239.5,174.6
node,demand,Base,2021-08-11T16:00:00,42.8,50.8,65.2,83.4,61.2,126.3,116.0,88.3,0.0,90.6,10.9,124.9,122.6,163.7,208.6,125.6,47.4,129.2,54.8,0.0,237.1,0.0,43.6,754.5,1556.0,871.2,122.7
node,demand,Base,2021-08-11T17:00:00,40.3,47.8,61.4,78.5,57.5,118.9,109.2,83.1,0.0,85.2,10.3,117.5,115.3,154.0,196.3,118.1,44.6,121.6,51.6,0.0,223.1,0.0,41.0,709.8,1463.8,819.6,115.4
node,demand,Base,2021-08-11T18:00:00,35.4,42.0,53.9,69.0,50.6,104.5,95.9,73.0,0.0,74.9,9.0,103.3,101.3,135.4,172.5,103.8,39.2,106.9,45.3,0.0,196.1,0.0,36.1,623.9,1286.6,720.3,101.5
node,demand,Base,2021-08-11T19:00:00,28.4,33.7,43.2,55.3,40.5,83.8,76.9,58.5,0.0,60.1,7.2,82.8,81.3,108.5,138.3,83.3,31.4,85.7,36.4,0.0,157.2,0.0,28.9,500.2,1031.5,577.6,81.3
node,demand,Base,2021-08-11T20:00:00,22.7,26.9,34.5,44.1,32.3,66.8,61.4,46.7,0.0,47.9,5.8,66.1,64.8,86.6,110.3,66.4,25.1,68.4,29.0,0.0,125.4,0.0,23.1,399.1,823.0,460.8,64.9
node,demand,Base,2021-08-11T21:00:00,16.8,19.9,25.5,32.7,23.9,49.4,45.4,34.6,0.0,35.4,4.3,48.9,48.0,64.1,81.6,49.1,18.5,50.6,21.5,0.0,92.8,0.0,17.1,295.3,608.9,340.9,48.0
node,demand,Base,2021-08-11T22:00:00,11.8,13.9,17.9,22.9,16.8,34.7,31.8,24.2,0.0,24.9,3.0,34.3,33.6,44.9,57.2,34.5,13.0,35.5,15.0,0.0,65.1,0.0,12.0,207.0,426.9,239.0,33.7
node,demand,Base,2021-08-11T23:00:00,6.2,7.3,9.4,12.0,8.8,18.2,16.7,12.7,0.0,13.0,1.6,18.0,17.6,23.6,30.0,18.1,6.8,18.6,7.9,0.0,34.1,0.0,6.3,108.6,224.0,125.4,17.7
node,demand,Base,2021-08-12T00:00:00,0.1,0.1,0.1,0.2,0.1,0.3,0.3,0.2,0.0,0.2,0.0,0.3,0.3,0.4,0.5,0.3,0.1,0.3,0.1,0.0,0.5,0.0,0.1,1.7,3.5,2.0,0.3
node,demand,Base,2021-08-12T01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-12T02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-12T03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-12T04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-12T05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-12T06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-12T07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-12T08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-12T09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-12T10:00:00,16.4,19.5,25.0,32.0,23.5,48.5,44.5,33.9,0.0,34.8,4.2,47.9,47.0,62.8,80.1,48.2,18.2,49.6,21.0,0.0,91.0,0.0,16.7,289.7,597.3,334.4,47.1
node,demand,Base,2021-08-12T11:00:00,12.3,14.5,18.7,23.9,17.5,36.2,33.2,25.3,0.0,25.9,3.1,35.8,35.1,46.9,59.7,36.0,13.6,37.0,15.7,0.0,67.9,0.0,12.5,216.0,445.4,249.4,35.1
node,demand,Base,2021-08-12T12:00:00,11.4,13.5,17.3,22.1,16.2,33.5,30.7,23.4,0.0,24.0,2.9,33.1,32.5,43.4,55.3,33.3,12.6,34.2,14.5,0.0,62.8,0.0,11.6,199.9,412.3,230.8,32.5
node,demand,Base,2021-08-12T13:00:00,12.9,15.2,19.6,25.0,18.4,37.9,34.8,26.5,0.0,27.2,3.3,37.5,36.8,49.1,62.6,37.7,14.2,38.8,16.5,0.0,71.2,0.0,13.1,226.4,466.9,261.4,36.8
node,demand,Base,2021-08-12T14:00:00,19.2,22.8,29.3,37.5,27.5,56.7,52.1,39.6,0.0,40.7,4.9,56.1,55.0,73.5,93.7,56.4,21.3,58.0,24.6,0.0,106.5,0.0,19.6,338.8,698.7,391.2,55.1
node,demand,Base,2021-08-12T15:00:00,17.7,20.9,26.9,34.4,25.2,52.1,47.9,36.4,0.0,37.4,4.5,51.5,50.6,67.5,86.1,51.8,19.5,53.3,22.6,0.0,97.8,0.0,18.0,311.3,642.0,359.5,50.6
node,demand,Base,2021-08-12T16:00:00,13.3,15.7,20.2,25.9,19.0,39.2,36.0,27.4,0.0,28.1,3.4,38.7,38.0,50.7,64.6,38.9,14.7,40.1,17.0,0.0,73.5,0.0,13.5,233.8,482.2,270.0,38.0
node,demand,Base,2021-08-12T17:00:00,16.7,19.8,25.4,32.5,23.8,49.2,45.1,34.4,0.0,35.2,4.2,48.6,47.7,63.7,81.2,48.9,18.4,50.3,21.3,0.0,92.3,0.0,17.0,293.6,605.4,339.0,47.7
node,demand,Base,2021-08-12T18:00:00,16.7,19.8,25.4,32.5,23.8,49.2,45.2,34.4,0.0,35.3,4.3,48.6,47.7,63.8,81.2,48.9,18.4,50.3,21.4,0.0,92.4,0.0,17.0,293.9,606.0,339.3,47.8
node,demand,Base,2021-08-12T19:00:00,11.1,13.2,16.9,21.7,15.9,32.8,30.1,22.9,0.0,23.5,2.8,32.4,31.8,42.5,54.1,32.6,12.3,33.5,14.2,0.0,61.5,0.0,11.3,195.8,403.8,226.1,31.8
node,demand,Base,2021-08-12T20:00:00,5.3,6.2,8.0,10.3,7.5,15.5,14.3,10.9,0.0,11.1,1.3,15.4,15.1,20.1,25.7,15.5,5.8,15.9,6.7,0.0,29.2,0.0,5.4,92.8,191.4,107.2,15.1
node,demand,Base,2021-08-12T21:00:00,0.5,0.6,0.7,0.9,0.7,1.4,1.3,1.0,0.0,1.0,0.1,1.4,1.4,1.8,2.3,1.4,0.5,1.5,0.6,0.0,2.7,0.0,0.5,8.5,17.5,9.8,1.4
node,demand,Base,2021-08-12T22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-12T23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T10:00:00,6.7,7.9,10.2,13.1,9.6,19.8,18.1,13.8,0.0,14.2,1.7,19.5,19.2,25.6,32.6,19.6,7.4,20.2,8.6,0.0,37.1,0.0,6.8,118.0,243.4,136.3,19.2
node,demand,Base,2021-08-13T11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T12:00:00,3.3,3.9,5.0,6.4,4.7,9.7,8.9,6.8,0.0,7.0,0.8,9.6,9.4,12.6,16.0,9.6,3.6,9.9,4.2,0.0,18.2,0.0,3.3,57.9,119.5,66.9,9.4
node,demand,Base,2021-08-13T13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T16:00:00,0.3,0.3,0.4,0.5,0.4,0.8,0.7,0.5,0.0,0.6,0.1,0.8,0.7,1.0,1.3,0.8,0.3,0.8,0.3,0.0,1.4,0.0,0.3,4.6,9.5,5.3,0.7
node,demand,Base,2021-08-13T17:00:00,4.9,5.8,7.5,9.6,7.0,14.6,13.4,10.2,0.0,10.4,1.3,14.4,14.1,18.9,24.0,14.5,5.5,14.9,6.3,0.0,27.3,0.0,5.0,86.9,179.3,100.4,14.1
node,demand,Base,2021-08-13T18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-13T23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node,demand,Base,2021-08-14T14:00:00,3.4,4.0,5.1,6.6,4.8,9.9,9.1,6.9,0.0,7.1,0.9,9.8,9.6,12.9,16.4,9.9,3.7,10.2,4.3,0.0,18.6,0.0,3.4,59.3,122.2,68.4,9.6
node,demand,Base,2021-08-14T15:00:00,6.0,7.1,9.1,11.7,8.6,17.7,16.3,12.4,0.0,12.7,1.5,17.5,17.2,22.9,29.2,17.6,6.6,18.1,7.7,0.0,33.2,0.0,6.1,105.7,218.0,122.1,17.2
node,demand,Base,2021-08-14T16:00:00,3.3,3.9,5.0,6.4,4.7,9.7,8.9,6.8,0.0,7.0,0.8,9.6,9.4,12.6,16.1,9.7,3.7,10.0,4.2,0.0,18.3,0.0,3.4,58.2,120.0,67.2,9.5
node,demand,Base,2021-08-14T17:00:00,1.2,1.4,1.9,2.4,1.7,3.6,3.3,2.5,0.0,2.6,0.3,3.5,3.5,4.7,5.9,3.6,1.3,3.7,1.6,0.0,6.7,0.0,1.2,21.4,44.2,24.8,3.5
node,demand,Base,2021-08-14T18:00:00,0.2,0.2,0.3,0.4,0.3,0.5,0.5,0.4,0.0,0.4,0.0,0.5,0.5,0.7,0.9,0.5,0.2,0.6,0.2,0.0,1.0,0.0,0.2,3.3,6.7,3.8,0.5
node,demand,Base,2021-08-14T19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
